,region,ISO_3_codes,year,value
2166,Channel Islands,CHI,1968,118725
2167,Chile,CHL,1968,9468851
2168,China,CHN,1968,774510000
2169,Cote d'Ivoire,CIV,1968,4713134
2170,Cameroon,CMR,1968,6201410
2171,"Congo, Dem. Rep.",COD,1968,18913874
2172,"Congo, Rep.",COG,1968,1253761
2173,Colombia,COL,1968,20393704
2174,Comoros,COM,1968,220574
2175,Cabo Verde,CPV,1968,256169
2176,Costa Rica,CRI,1968,1747690
2177,Caribbean small states,CSS,1968,4773890
2178,Cuba,CUB,1968,8413549
2179,Curacao,CUW,1968,140298
2180,Cayman Islands,CYM,1968,8638
2181,Cyprus,CYP,1968,598495
2182,Czechia,CZE,1968,9876346
2183,Germany,DEU,1968,77294314
2184,Djibouti,DJI,1968,140462
2185,Dominica,DMA,1968,69034
2186,Denmark,DNK,1968,4864883
2187,Dominican Republic,DOM,1968,4247559
2188,Algeria,DZA,1968,13663581
2189,East Asia & Pacific (excluding high income),EAP,1968,1057860301
2190,Early-demographic dividend,EAR,1968,1187474694
2191,East Asia & Pacific,EAS,1968,1224481196
2192,Europe & Central Asia (excluding high income),ECA,1968,287134686
2193,Europe & Central Asia,ECS,1968,725725300
2194,Ecuador,ECU,1968,5725462
2195,"Egypt, Arab Rep.",EGY,1968,32881852
2196,Euro area,EMU,1968,283866408
2197,Eritrea,ERI,1968,1242633
2198,Spain,ESP,1968,33113134
2199,Estonia,EST,1968,1331214
2200,Ethiopia,ETH,1968,26944386
2201,European Union,EUU,1968,381605442
2202,Fragile and conflict affected situations,FCS,1968,291117502
2203,Finland,FIN,1968,4626469
2204,Fiji,FJI,1968,498944
2205,France,FRA,1968,51175507
2206,Faroe Islands,FRO,1968,38131
2207,"Micronesia, Fed. Sts.",FSM,1968,58386
2208,Gabon,GAB,1968,565763
2209,United Kingdom,GBR,1968,55211700
2210,Georgia,GEO,1968,4042300
2211,Ghana,GHA,1968,8321773
2212,Gibraltar,GIB,1968,27693
2213,Guinea,GIN,1968,4013050
2214,"Gambia, The",GMB,1968,438590
2215,Guinea-Bissau,GNB,1968,680431
2216,Equatorial Guinea,GNQ,1968,299416
2217,Greece,GRC,1968,8740765
2218,Grenada,GRD,1968,94929
2219,Greenland,GRL,1968,43400
2220,Guatemala,GTM,1968,5184095
2221,Guam,GUM,1968,80212
2222,Guyana,GUY,1968,686144
2223,High income,HIC,1968,855118538
2224,"Hong Kong SAR, China",HKG,1968,3802700
2225,Honduras,HND,1968,2560723
2226,Heavily indebted poor countries (HIPC),HPC,1968,197119416
2227,Croatia,HRV,1968,4365628
2228,Haiti,HTI,1968,4509811
2229,Hungary,HUN,1968,10255815
2230,IBRD only,IBD,1968,2262350288
2231,IDA & IBRD total,IBT,1968,2726850543
2232,IDA total,IDA,1968,464500255
2233,IDA blend,IDB,1968,147154758
2234,Indonesia,IDN,1968,108779926
2235,IDA only,IDX,1968,317345497
2236,Isle of Man,IMN,1968,53252
2237,India,IND,1968,531513834
2238,Not classified,INX,1968,
2239,Ireland,IRL,1968,2915550
2240,"Iran, Islamic Rep.",IRN,1968,27032576
2241,Iraq,IRQ,1968,9260687
2242,Iceland,ISL,1968,201488
2243,Israel,ISR,1968,2803000
2244,Italy,ITA,1968,53235750
2245,Jamaica,JAM,1968,1825873
2246,Jordan,JOR,1968,1500168
2247,Japan,JPN,1968,101011000
2248,Kazakhstan,KAZ,1968,12611432
2249,Kenya,KEN,1968,10539909
2250,Kyrgyz Republic,KGZ,1968,2818300
2251,Cambodia,KHM,1968,6779778
2252,Kiribati,KIR,1968,49354
2253,St. Kitts and Nevis,KNA,1968,46399
2254,"Korea, Rep.",KOR,1968,30838302
2255,Kuwait,KWT,1968,632911
2256,Latin America & Caribbean (excluding high income),LAC,1968,243239384
2257,Lao PDR,LAO,1968,2556845
2258,Lebanon,LBN,1968,2210769
2259,Liberia,LBR,1968,1333980
2260,Libya,LBY,1968,1958909
2261,St. Lucia,LCA,1968,101028
2262,Latin America & Caribbean,LCN,1968,272006857
2263,Least developed countries: UN classification,LDC,1968,291965350
2264,Low income,LIC,1968,170296999
2265,Liechtenstein,LIE,1968,20237
2266,Sri Lanka,LKA,1968,11937607
2267,Lower middle income,LMC,1968,1189633927
2268,Low & middle income,LMY,1968,2666962174
2269,Lesotho,LSO,1968,983683
2270,Late-demographic dividend,LTE,1968,1277803242
2271,Lithuania,LTU,1968,3078850
2272,Luxembourg,LUX,1968,335850
2273,Latvia,LVA,1968,2323619
2274,"Macao SAR, China",MAC,1968,233002
2275,St. Martin (French part),MAF,1968,5194
2276,Morocco,MAR,1968,15307267
2277,Monaco,MCO,1968,23295
2278,Moldova,MDA,1968,2377848
2279,Madagascar,MDG,1968,6234468
2280,Maldives,MDV,1968,109893
2281,Middle East & North Africa,MEA,1968,131026902
2282,Mexico,MEX,1968,48431971
2283,Marshall Islands,MHL,1968,18966
2284,Middle income,MIC,1968,2496665175
2285,North Macedonia,MKD,1968,1672399
2286,Mali,MLI,1968,5780836
2287,Malta,MLT,1968,307900
2288,Myanmar,MMR,1968,26015239
2289,Middle East & North Africa (excluding high income),MNA,1968,120739199
2290,Montenegro,MNE,1968,517481
2291,Mongolia,MNG,1968,1207104
2292,Northern Mariana Islands,MNP,1968,12135
2293,Mozambique,MOZ,1968,8614445
2294,Mauritania,MRT,1968,1079580
2295,Mauritius,MUS,1968,798413
2296,Malawi,MWI,1968,4464427
2297,Malaysia,MYS,1968,10297983
2298,North America,NAC,1968,221503000
2299,Namibia,NAM,1968,773428
2300,New Caledonia,NCL,1968,99500
2301,Niger,NER,1968,4263925
2302,Nigeria,NGA,1968,53506201
2303,Nicaragua,NIC,1968,2264623
2304,Netherlands,NLD,1968,12729721
2305,Norway,NOR,1968,3816486
2306,Nepal,NPL,1968,11603921
2307,Nauru,NRU,1968,6343
2308,New Zealand,NZL,1968,2748100
2309,OECD members,OED,1968,897619456
2310,Oman,OMN,1968,679592
2311,Other small states,OSS,1968,10606217
2312,Pakistan,PAK,1968,55102690
2313,Panama,PAN,1968,1434676
2314,Peru,PER,1968,12735491
2315,Philippines,PHL,1968,33795203
2316,Palau,PLW,1968,11460
2317,Papua New Guinea,PNG,1968,2656636
2318,Poland,POL,1968,32294655
2319,Pre-demographic dividend,PRE,1968,227201766
2320,Puerto Rico,PRI,1968,2662064
2321,"Korea, Dem. People's Rep.",PRK,1968,13609976
2322,Portugal,PRT,1968,8836650
2323,Paraguay,PRY,1968,2351926
2324,West Bank and Gaza,PSE,1968,
2325,Pacific island small states,PSS,1968,1098151
2326,Post-demographic dividend,PST,1968,824733296
2327,French Polynesia,PYF,1968,103329
2328,Qatar,QAT,1968,93206
2329,Romania,ROU,1968,19799831
2330,Russian Federation,RUS,1968,128928000
2331,Rwanda,RWA,1968,3529839
2332,South Asia,SAS,1968,682102192
2333,Saudi Arabia,SAU,1968,5387822
2334,Sudan,SDN,1968,9639846
2335,Senegal,SEN,1968,4014107
2336,Singapore,SGP,1968,2012000
2337,Solomon Islands,SLB,1968,149887
2338,Sierra Leone,SLE,1968,2644011
2339,El Salvador,SLV,1968,3481624
2340,San Marino,SMR,1968,18668
2341,Somalia,SOM,1968,3312735
2342,Serbia,SRB,1968,6915000
2343,Sub-Saharan Africa (excluding high income),SSA,1968,275886412
2344,South Sudan,SSD,1968,3340426
2345,Sub-Saharan Africa,SSF,1968,275937546
2346,Small states,SST,1968,16478258
2347,Sao Tome and Principe,STP,1968,70258
2348,Suriname,SUR,1968,356551
2349,Slovak Republic,SVK,1968,4483915
2350,Slovenia,SVN,1968,1704546
2351,Sweden,SWE,1968,7912273
2352,Eswatini,SWZ,1968,406508
2353,Sint Maarten (Dutch part),SXM,1968,5857
2354,Seychelles,SYC,1968,51134
2355,Syrian Arab Republic,SYR,1968,5935850
2356,Turks and Caicos Islands,TCA,1968,5746
2357,Chad,TCD,1968,3499370
2358,East Asia & Pacific (IDA & IBRD countries),TEA,1968,1044230688
2359,Europe & Central Asia (IDA & IBRD countries),TEC,1968,343594800
2360,Togo,TGO,1968,1945777
2361,Thailand,THA,1968,34791418
2362,Tajikistan,TJK,1968,2750932
2363,Turkmenistan,TKM,1968,2071793
2364,Latin America & the Caribbean (IDA & IBRD countries),TLA,1968,260246118
2365,Timor-Leste,TLS,1968,548817
2366,Middle East & North Africa (IDA & IBRD countries),TMN,1968,120739199
2367,Tonga,TON,1968,81076
2368,South Asia (IDA & IBRD),TSA,1968,682102192
2369,Sub-Saharan Africa (IDA & IBRD countries),TSS,1968,275937546
2370,Trinidad and Tobago,TTO,1968,930792
2371,Tunisia,TUN,1968,4845220
2372,Turkiye,TUR,1968,33256465
2373,Tuvalu,TUV,1968,5598
2374,Tanzania,TZA,1968,12725519
2375,Uganda,UGA,1968,8841156
2376,Ukraine,UKR,1968,46411816
2377,Upper middle income,UMC,1968,1307031248
2378,Uruguay,URY,1968,2774761
2379,United States,USA,1968,200706000
2380,Uzbekistan,UZB,1968,11294666
2381,St. Vincent and the Grenadines,VCT,1968,88663
2382,"Venezuela, RB",VEN,1968,10702281
2383,British Virgin Islands,VGB,1968,9427
2384,Virgin Islands (U.S.),VIR,1968,55700
2385,Vietnam,VNM,1968,41193588
2386,Vanuatu,VUT,1968,80653
2387,World,WLD,1968,3532782993
2388,Samoa,WSM,1968,137484
2389,Kosovo,XKX,1968,1163000
2390,"Yemen, Rep.",YEM,1968,6001858
2391,South Africa,ZAF,1968,20942147
2392,Zambia,ZMB,1968,3918872
2393,Zimbabwe,ZWE,1968,4941901
2394,Aruba,ABW,1969,58734
2395,Africa Eastern and Southern,AFE,1969,165611760
2396,Afghanistan,AFG,1969,10893772
2397,Africa Western and Central,AFW,1969,117468741
2398,Angola,AGO,1969,5803677
2399,Albania,ALB,1969,2081695
2400,Andorra,AND,1969,23053
2401,Arab World,ARB,1969,118437193
2402,United Arab Emirates,ARE,1969,203103
2403,Argentina,ARG,1969,23517613
2404,Armenia,ARM,1969,2462938
2405,American Samoa,ASM,1969,26698
2406,Antigua and Barbuda,ATG,1969,63553
2407,Australia,AUS,1969,12263000
2408,Austria,AUT,1969,7441055
2409,Azerbaijan,AZE,1969,5071930
2410,Burundi,BDI,1969,3413909
2411,Belgium,BEL,1969,9646032
2412,Benin,BEN,1969,2850657
2413,Burkina Faso,BFA,1969,5528172
2414,Bangladesh,BGD,1969,62679765
2415,Bulgaria,BGR,1969,8434172
2416,Bahrain,BHR,1969,206037
2417,"Bahamas, The",BHS,1969,164265
2418,Bosnia and Herzegovina,BIH,1969,3717476
2419,Belarus,BLR,1969,8960304
2420,Belize,BLZ,1969,119269
2421,Bermuda,BMU,1969,54000
2422,Bolivia,BOL,1969,4389248
2423,Brazil,BRA,1969,92746607
2424,Barbados,BRB,1969,237963
2425,Brunei Darussalam,BRN,1969,123596
2426,Bhutan,BTN,1969,287886
2427,Botswana,BWA,1969,611297
2428,Central African Republic,CAF,1969,1778870
2429,Canada,CAN,1969,21028000
2430,Central Europe and the Baltics,CEB,1969,98606630
2431,Switzerland,CHE,1969,6136387
2432,Channel Islands,CHI,1969,119975
2433,Chile,CHL,1969,9625304
2434,China,CHN,1969,796025000
2435,Cote d'Ivoire,CIV,1969,4897470
2436,Cameroon,CMR,1969,6357096
2437,"Congo, Dem. Rep.",COD,1969,19459818
2438,"Congo, Rep.",COG,1969,1289519
2439,Colombia,COL,1969,20942453
2440,Comoros,COM,1969,225324
2441,Cabo Verde,CPV,1969,263461
2442,Costa Rica,CRI,1969,1797891
2443,Caribbean small states,CSS,1969,4833839
2444,Cuba,CUB,1969,8561391
2445,Curacao,CUW,1969,142581
2446,Cayman Islands,CYM,1969,8833
2447,Cyprus,CYP,1969,606121
2448,Czechia,CZE,1969,9896580
2449,Germany,DEU,1969,77909682
2450,Djibouti,DJI,1969,149889
2451,Dominica,DMA,1969,70214
2452,Denmark,DNK,1969,4891860
2453,Dominican Republic,DOM,1969,4373127
2454,Algeria,DZA,1969,14061724
2455,East Asia & Pacific (excluding high income),EAP,1969,1087066238
2456,Early-demographic dividend,EAR,1969,1216839339
2457,East Asia & Pacific,EAS,1969,1256501888
2458,Europe & Central Asia (excluding high income),ECA,1969,290423895
2459,Europe & Central Asia,ECS,1969,731903738
2460,Ecuador,ECU,1969,5895368
2461,"Egypt, Arab Rep.",EGY,1969,33703127
2462,Euro area,EMU,1969,285778639
2463,Eritrea,ERI,1969,1276122
2464,Spain,ESP,1969,33441054
2465,Estonia,EST,1969,1345249
2466,Ethiopia,ETH,1969,27652715
2467,European Union,EUU,1969,384216977
2468,Fragile and conflict affected situations,FCS,1969,297637311
2469,Finland,FIN,1969,4623785
2470,Fiji,FJI,1969,509708
2471,France,FRA,1969,51561833
2472,Faroe Islands,FRO,1969,38560
2473,"Micronesia, Fed. Sts.",FSM,1969,60146
2474,Gabon,GAB,1969,577644
2475,United Kingdom,GBR,1969,55441750
2476,Georgia,GEO,1969,4080300
2477,Ghana,GHA,1969,8520018
2478,Gibraltar,GIB,1969,28165
2479,Guinea,GIN,1969,4084601
2480,"Gambia, The",GMB,1969,451228
2481,Guinea-Bissau,GNB,1969,692407
2482,Equatorial Guinea,GNQ,1969,304000
2483,Greece,GRC,1969,8772764
2484,Grenada,GRD,1969,94723
2485,Greenland,GRL,1969,44900
2486,Guatemala,GTM,1969,5320100
2487,Guam,GUM,1969,82040
2488,Guyana,GUY,1969,695743
2489,High income,HIC,1969,863734899
2490,"Hong Kong SAR, China",HKG,1969,3863900
2491,Honduras,HND,1969,2637515
2492,Heavily indebted poor countries (HIPC),HPC,1969,202329958
2493,Croatia,HRV,1969,4391490
2494,Haiti,HTI,1969,4593666
2495,Hungary,HUN,1969,10298723
2496,IBRD only,IBD,1969,2315407668
2497,IDA & IBRD total,IBT,1969,2792171255
2498,IDA total,IDA,1969,476763587
2499,IDA blend,IDB,1969,151087339
2500,Indonesia,IDN,1969,111758566
2501,IDA only,IDX,1969,325676248
2502,Isle of Man,IMN,1969,54378
2503,India,IND,1969,543084333
2504,Not classified,INX,1969,
2505,Ireland,IRL,1969,2932650
2506,"Iran, Islamic Rep.",IRN,1969,27764928
2507,Iraq,IRQ,1969,9585585
2508,Iceland,ISL,1969,203369
2509,Israel,ISR,1969,2877000
2510,Italy,ITA,1969,53537950
2511,Jamaica,JAM,1969,1849658
2512,Jordan,JOR,1969,1617427
2513,Japan,JPN,1969,102219000
2514,Kazakhstan,KAZ,1969,12824614
2515,Kenya,KEN,1969,10910677
2516,Kyrgyz Republic,KGZ,1969,2894800
2517,Cambodia,KHM,1969,6880623
2518,Kiribati,KIR,1969,50267
2519,St. Kitts and Nevis,KNA,1969,45529
2520,"Korea, Rep.",KOR,1969,31544266
2521,Kuwait,KWT,1969,688972
2522,Latin America & Caribbean (excluding high income),LAC,1969,249522963
2523,Lao PDR,LAO,1969,2620448
2524,Lebanon,LBN,1969,2250454
2525,Liberia,LBR,1969,1366500
2526,Libya,LBY,1969,2043820
2527,St. Lucia,LCA,1969,102599
2528,Latin America & Caribbean,LCN,1969,278898334
2529,Least developed countries: UN classification,LDC,1969,299390774
2530,Low income,LIC,1969,174762263
2531,Liechtenstein,LIE,1969,20766
2532,Sri Lanka,LKA,1969,12214948
2533,Lower middle income,LMC,1969,1217759143
2534,Low & middle income,LMY,1969,2731770598
2535,Lesotho,LSO,1969,1005911
2536,Late-demographic dividend,LTE,1969,1308225875
2537,Lithuania,LTU,1969,3107321
2538,Luxembourg,LUX,1969,337500
2539,Latvia,LVA,1969,2343173
2540,"Macao SAR, China",MAC,1969,240837
2541,St. Martin (French part),MAF,1969,5461
2542,Morocco,MAR,1969,15656846
2543,Monaco,MCO,1969,23348
2544,Moldova,MDA,1969,2411588
2545,Madagascar,MDG,1969,6401920
2546,Maldives,MDV,1969,112582
2547,Middle East & North Africa,MEA,1969,134704201
2548,Mexico,MEX,1969,49945278
2549,Marshall Islands,MHL,1969,19617
2550,Middle income,MIC,1969,2557008335
2551,North Macedonia,MKD,1969,1698150
2552,Mali,MLI,1969,5861417
2553,Malta,MLT,1969,304300
2554,Myanmar,MMR,1969,26635852
2555,Middle East & North Africa (excluding high income),MNA,1969,124023275
2556,Montenegro,MNE,1969,513340
2557,Mongolia,MNG,1969,1242213
2558,Northern Mariana Islands,MNP,1969,12577
2559,Mozambique,MOZ,1969,8816056
2560,Mauritania,MRT,1969,1112749
2561,Mauritius,MUS,1969,812405
2562,Malawi,MWI,1969,4582197
2563,Malaysia,MYS,1969,10549395
2564,North America,NAC,1969,223759000
2565,Namibia,NAM,1969,794588
2566,New Caledonia,NCL,1969,104000
2567,Niger,NER,1969,4385925
2568,Nigeria,NGA,1969,54717035
2569,Nicaragua,NIC,1969,2334285
2570,Netherlands,NLD,1969,12877984
2571,Norway,NOR,1969,3847707
2572,Nepal,NPL,1969,11834657
2573,Nauru,NRU,1969,6445
2574,New Zealand,NZL,1969,2772800
2575,OECD members,OED,1969,907848349
2576,Oman,OMN,1969,700725
2577,Other small states,OSS,1969,10813719
2578,Pakistan,PAK,1969,56598148
2579,Panama,PAN,1969,1476481
2580,Peru,PER,1969,13092846
2581,Philippines,PHL,1969,34786309
2582,Palau,PLW,1969,11617
2583,Papua New Guinea,PNG,1969,2718805
2584,Poland,POL,1969,32548300
2585,Pre-demographic dividend,PRE,1969,233087196
2586,Puerto Rico,PRI,1969,2684150
2587,"Korea, Dem. People's Rep.",PRK,1969,14010339
2588,Portugal,PRT,1969,8757705
2589,Paraguay,PRY,1969,2413396
2590,West Bank and Gaza,PSE,1969,
2591,Pacific island small states,PSS,1969,1124577
2592,Post-demographic dividend,PST,1969,832280859
2593,French Polynesia,PYF,1969,106814
2594,Qatar,QAT,1969,100880
2595,Romania,ROU,1969,20009141
2596,Russian Federation,RUS,1969,129664000
2597,Rwanda,RWA,1969,3643237
2598,South Asia,SAS,1969,697706091
2599,Saudi Arabia,SAU,1969,5599909
2600,Sudan,SDN,1969,9954411
2601,Senegal,SEN,1969,4133324
2602,Singapore,SGP,1969,2042500
2603,Solomon Islands,SLB,1969,154830
2604,Sierra Leone,SLE,1969,2693344
2605,El Salvador,SLV,1969,3576834
2606,San Marino,SMR,1969,18980
2607,Somalia,SOM,1969,3386736
2608,Serbia,SRB,1969,6945000
2609,Sub-Saharan Africa (excluding high income),SSA,1969,283028136
2610,South Sudan,SSD,1969,3415572
2611,Sub-Saharan Africa,SSF,1969,283080501
2612,Small states,SST,1969,16772135
2613,Sao Tome and Principe,STP,1969,72501
2614,Suriname,SUR,1969,363574
2615,Slovak Republic,SVK,1969,4518607
2616,Slovenia,SVN,1969,1713874
2617,Sweden,SWE,1969,7968072
2618,Eswatini,SWZ,1969,418739
2619,Sint Maarten (Dutch part),SXM,1969,6354
2620,Seychelles,SYC,1969,52365
2621,Syrian Arab Republic,SYR,1969,6139054
2622,Turks and Caicos Islands,TCA,1969,5765
2623,Chad,TCD,1969,3568402
2624,East Asia & Pacific (IDA & IBRD countries),TEA,1969,1073035646
2625,Europe & Central Asia (IDA & IBRD countries),TEC,1969,347372826
2626,Togo,TGO,1969,2034902
2627,Thailand,THA,1969,35827089
2628,Tajikistan,TJK,1969,2840265
2629,Turkmenistan,TKM,1969,2132800
2630,Latin America & the Caribbean (IDA & IBRD countries),TLA,1969,266952916
2631,Timor-Leste,TLS,1969,559620
2632,Middle East & North Africa (IDA & IBRD countries),TMN,1969,124023275
2633,Tonga,TON,1969,82861
2634,South Asia (IDA & IBRD),TSA,1969,697706091
2635,Sub-Saharan Africa (IDA & IBRD countries),TSS,1969,283080501
2636,Trinidad and Tobago,TTO,1969,937184
2637,Tunisia,TUN,1969,4953379
2638,Turkiye,TUR,1969,34055391
2639,Tuvalu,TUV,1969,5671
2640,Tanzania,TZA,1969,13120587
2641,Uganda,UGA,1969,9127855
2642,Ukraine,UKR,1969,46749289
2643,Upper middle income,UMC,1969,1339249192
2644,Uruguay,URY,1969,2795037
2645,United States,USA,1969,202677000
2646,Uzbekistan,UZB,1969,11694843
2647,St. Vincent and the Grenadines,VCT,1969,89565
2648,"Venezuela, RB",VEN,1969,11048256
2649,British Virgin Islands,VGB,1969,9621
2650,Virgin Islands (U.S.),VIR,1969,60300
2651,Vietnam,VNM,1969,42307149
2652,Vanuatu,VUT,1969,82920
2653,World,WLD,1969,3606553753
2654,Samoa,WSM,1969,140495
2655,Kosovo,XKX,1969,1191000
2656,"Yemen, Rep.",YEM,1969,6097042
2657,South Africa,ZAF,1969,21496075
2658,Zambia,ZMB,1969,4045740
2659,Zimbabwe,ZWE,1969,5111326
2660,Aruba,ABW,1970,59070
2661,Africa Eastern and Southern,AFE,1970,170257189
2662,Afghanistan,AFG,1970,11173654
2663,Africa Western and Central,AFW,1970,120269044
2664,Angola,AGO,1970,5890360
2665,Albania,ALB,1970,2135479
2666,Andorra,AND,1970,24275
2667,Arab World,ARB,1970,121785630
2668,United Arab Emirates,ARE,1970,234512
2669,Argentina,ARG,1970,23880564
2670,Armenia,ARM,1970,2525067
2671,American Samoa,ASM,1970,27362
2672,Antigua and Barbuda,ATG,1970,64184
2673,Australia,AUS,1970,12507000
2674,Austria,AUT,1970,7467086
2675,Azerbaijan,AZE,1970,5180032
2676,Burundi,BDI,1970,3479070
2677,Belgium,BEL,1970,9655549
2678,Benin,BEN,1970,2912338
2679,Burkina Faso,BFA,1970,5624592
2680,Bangladesh,BGD,1970,64232486
2681,Bulgaria,BGR,1970,8489574
2682,Bahrain,BHR,1970,212607
2683,"Bahamas, The",BHS,1970,169376
2684,Bosnia and Herzegovina,BIH,1970,3760536
2685,Belarus,BLR,1970,9040000
2686,Belize,BLZ,1970,122184
2687,Bermuda,BMU,1970,55000
2688,Bolivia,BOL,1970,4484004
2689,Brazil,BRA,1970,95113265
2690,Barbados,BRB,1970,238895
2691,Brunei Darussalam,BRN,1970,129530
2692,Bhutan,BTN,1970,297307
2693,Botswana,BWA,1970,627714
2694,Central African Republic,CAF,1970,1811157
2695,Canada,CAN,1970,21324000
2696,Central Europe and the Baltics,CEB,1970,99134548
2697,Switzerland,CHE,1970,6180877
2698,Channel Islands,CHI,1970,121200
2699,Chile,CHL,1970,9783134
2700,China,CHN,1970,818315000
2701,Cote d'Ivoire,CIV,1970,5102070
2702,Cameroon,CMR,1970,6519754
2703,"Congo, Dem. Rep.",COD,1970,20011033
2704,"Congo, Rep.",COG,1970,1326894
2705,Colombia,COL,1970,21480064
2706,Comoros,COM,1970,230055
2707,Cabo Verde,CPV,1970,268633
2708,Costa Rica,CRI,1970,1847394
2709,Caribbean small states,CSS,1970,4893444
2710,Cuba,CUB,1970,8712535
2711,Curacao,CUW,1970,144739
2712,Cayman Islands,CYM,1970,9143
2713,Cyprus,CYP,1970,613618
2714,Czechia,CZE,1970,9858071
2715,Germany,DEU,1970,78169289
2716,Djibouti,DJI,1970,159662
2717,Dominica,DMA,1970,71084
2718,Denmark,DNK,1970,4928757
2719,Dominican Republic,DOM,1970,4499722
2720,Algeria,DZA,1970,14464992
2721,East Asia & Pacific (excluding high income),EAP,1970,1117174724
2722,Early-demographic dividend,EAR,1970,1246947673
2723,East Asia & Pacific,EAS,1970,1289442011
2724,Europe & Central Asia (excluding high income),ECA,1970,293690910
2725,Europe & Central Asia,ECS,1970,737524825
2726,Ecuador,ECU,1970,6069375
2727,"Egypt, Arab Rep.",EGY,1970,34513851
2728,Euro area,EMU,1970,287338854
2729,Eritrea,ERI,1970,1310947
2730,Spain,ESP,1970,33814531
2731,Estonia,EST,1970,1360076
2732,Ethiopia,ETH,1970,28415080
2733,European Union,EUU,1970,386322917
2734,Fragile and conflict affected situations,FCS,1970,304369852
2735,Finland,FIN,1970,4606307
2736,Fiji,FJI,1970,520561
2737,France,FRA,1970,51957747
2738,Faroe Islands,FRO,1970,39008
2739,"Micronesia, Fed. Sts.",FSM,1970,61415
2740,Gabon,GAB,1970,589317
2741,United Kingdom,GBR,1970,55663250
2742,Georgia,GEO,1970,4119900
2743,Ghana,GHA,1970,8735493
2744,Gibraltar,GIB,1970,28601
2745,Guinea,GIN,1970,4154606
2746,"Gambia, The",GMB,1970,464404
2747,Guinea-Bissau,GNB,1970,704937
2748,Equatorial Guinea,GNQ,1970,303986
2749,Greece,GRC,1970,8792806
2750,Grenada,GRD,1970,94476
2751,Greenland,GRL,1970,46400
2752,Guatemala,GTM,1970,5455197
2753,Guam,GUM,1970,83875
2754,Guyana,GUY,1970,704930
2755,High income,HIC,1970,872321331
2756,"Hong Kong SAR, China",HKG,1970,3959000
2757,Honduras,HND,1970,2716652
2758,Heavily indebted poor countries (HIPC),HPC,1970,207714326
2759,Croatia,HRV,1970,4412252
2760,Haiti,HTI,1970,4676237
2761,Hungary,HUN,1970,10337910
2762,IBRD only,IBD,1970,2369907013
